company_name,category,sub_category,area,address,website,phone,email,source_url,source_type
VR Surat (Mall),Hospitality & Real Estate,Shopping mall / Multiplex,New Magdalla / Dumas Road,"Dumas Road, New Magdalla, Surat 395007",https://www.virtuous.in/,,,https://www.mappls.com/place-vr+mall+dumas+road-new+magdalla-surat-gujarat-395007+surat-4FAC3B,Map directory
Narola Infotech Solutions LLP,IT & Software,Software development / IT outsourcing,"Adajan, Surat","Office No. 105, 1st Floor, Regent Square, B/S Sarvoday Complex, Nr. Karan Park, Adajan, Surat 395009",https://www.narolainfotech.com/,+91 261 291 5551,ashishnarola@gmail.com,https://www.justdial.com/Surat/Narola-Infotech-Pvt-Ltd-Above-D-Mart-Near-Karan-Park-Adajan-Dn/0261PX261-X261-120522163813-J8Y5_BZDET,JustDial listing + company site
BlueStone - Ghod Dhod Road,Jewellery,Branded retailer/showroom,Ghod Dod Road,"1st & 2nd Floor, Cygnus House, Amarkunj corner, Nr Jade Blue, Ghod Dhod Road, Surat",https://www.bluestone.com/,8655352036,,https://www.bluestone.com/stores/ghod-dhod-road-surat-reslnk-TWpRMA==/catalog.html,company_website
D Khushalbhai Jewellers,Jewellery,Large retailer/showroom,Athwa (Parle Point),"Bus Stop Near Ambika Niketan Road, Parle Point, Meghdoot Society, Athwalines, Athwa, Surat 395007",https://dkhushalbhai.com/,,,https://www.sulekha.com/d-khushalbhai-jewellers-athwa-surat-contact-address,directory
Tribhovandas Bhimji Zaveri (TBZ) - Athwalines,Jewellery,Branded retailer/showroom,Athwalines,"SNS House, Athwalines, Surat 395001 (Near Lal Bunglow, Opp. Cable Bridge)",https://www.tbztheoriginal.com/,,,https://www.tbztheoriginal.com/locations,company_website
Zaveri & Co. (Rajkotwala),Jewellery,Large retailer/showroom chain,Surat,"Surat, Gujarat (also Ahmedabad)",https://zaveriandco.com/,,,https://zaveriandco.com/about-us/,company_website
Leranath Diamond,Lab-Grown Diamond,CVD & HPHT diamond manufacturer / exporter,Katargam,Office 102 INSPIRE The Jewel House Beside KAPU Gems Near Kiran Hospital Vasta Devdi Rd Katargam Surat 395004,https://leranathdiamonds.com/,+91 90167 68648,Leranath.diamonds@gmail.com,https://leranathdiamonds.com/contact-us/,Company website
The Production House,Media/Video/Photo,Video production / ad films,Athwalines,"82, Narmad Nagar, Tennis Club, Athwalines, Surat",https://theproductionhouse.in/,+91 98201 40207,modishaivi@gmail.com,https://in.linkedin.com/company/the-production-house-surat,LinkedIn/company site
Reliance Digital - Surat,Retail & Supermarket,Electronics & home-appliance retail chain,"Multiple (Vesu, Varachha, Piplod, Udhna, Adajan)",Corner Walk VIP Rd Opp The Grand Plaza Vesu; Reliance Mega Mall Udhna; Shreeji Arcade Anand Mahal Rd Adajan,https://www.reliancedigitalstores.in,,,https://www.reliancedigitalstores.in/location/gujarat/surat,Official store locator
Star Bazaar (Trent/Tata) - Surat,Retail & Supermarket,Supermarket/Hypermarket chain,Adajan / Hazira Rd,Imperial Square Building Ground Floor Adajan Pal Rd Hazira Rd 395009 (opp Alishan Enclave),https://starbazaarindia.com,02614088840,,https://gujarat.mallsmarket.com/malls/imperial-square-mall-surat/stores/star-bazaar,Mall directory + asklaila
Zudio (Trent/Tata) - Surat,Retail & Supermarket,Branded apparel retail chain,"Multiple (Athwa, Vesu, Trinity/LP Savani, Pandesara, Singanpor, Corner Walk)",G-5/G-6 LP Savani Rd 395009 (Trinity); City Light Rd Athwa; Highfield Ascot VIP Rd Vesu; KSB Olympia Mall Pandesara,https://www.zudio.com,,,https://www.zudio.com/apps/s/zudio/storelocators/gujarat/surat,Official store locator
Surbhi Textile Mills Pvt Ltd,Textile Manufacturing,"Weaving/Embroidery (grey cloth, Schiffli)",Sachin GIDC,"Surbhi Estate, A2/6/106, GIDC Sachin, Surat 394230",https://www.surbhi.com/surbhi-textile-mills,,,https://www.surbhi.com/surbhi-textile-mills,Company website
Surat Textile Market (Ring Road),Textile Trade & Design,Textile market complex,Ring Road,"Surat Textile Market, Ring Road, New Textile Market Area, Surat, Gujarat 395002",,,,https://surattextilemarkets.com/surat-textile-market/,Market directory
Surat National Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Ghod-dod Road,"310-A/310-B Canopus, 3rd Floor, Near Axis Bank, Ghod-dod Road, Surat-395007",https://suratnational.bank.in/,,,https://suratnational.bank.in/branch/,Company site
Nirmal Hospital Pvt Ltd,Healthcare,Multispecialty / tertiary care hospital,Ring Road / Sagrampura,"No 2/1423-8-6, Near Centre Point, Ring Road, Sagrampura, Surat 395002",https://nirmalhospitals.in/,02612333999,corporate@nirmalhospitals.com,https://nirmalhospitals.in/contact/,Hospital website
The Grand Bhagwati (TGB) Surat,Hospitality & Real Estate,Hotel (5-star),Dumas Road / Magdalla,"Magdalla Circle, Near City Pulse Cinema, Dumas Road, Surat 395007",https://thegrandbhagwati.com/,0261-3980111,,https://gujarattourism.com/accommodation/registered-hotels/the-grand-bhagwati--surat.html,Govt tourism registry
Limelight Diamonds (Bhathwari Group),Lab-Grown Diamond,CVD diamond grower / brand,Surat,"Surat, Gujarat (Bhathwari Group manufacturing)",https://limelightdiamonds.com/,,,https://limelightdiamonds.com/about-limelight-diamonds/,Company website
Sarjan Architects & Project Consultants,Architecture & CAD/Engineering,Architecture / Project consultancy,Nanpura,"51, 5th Floor, River Palace A Wing, Opp. Old Civil Court, Nanpura, Surat 395001",https://sarjanarchitects.com/,9879604444,admin@sarjanarchitects.com,https://sarjanarchitects.com/,Company website
Sopan Infotech Pvt. Ltd.,Architecture & CAD/Engineering,CAD/CAM mechanical design & SOLIDWORKS,Athwa Gate,"2D, 2nd Floor, Dr. Mansukh Lal Tower, Opp. Dhiraj Sons, B/s Vanita Vishram College, Athwagate, Surat 395002",https://www.sopaninfotech.com/,9725554395,info@sopaninfotech.com,https://www.sopaninfotech.com/reach-us,Company website
"Kiran Motors (Maruti Suzuki Nexa, Vesu)",Automobile Dealership,Car dealer (Maruti Nexa),Vesu,"Nexa showroom, Vesu, Surat",https://www.nexaofvesu.com/,,,https://www.nexaofvesu.com/,Brand dealer site
"Nanavati Auto (MG Motor, Piplod)",Automobile Dealership,Car dealer (MG Motor),Piplod,"Dumas Road, Piplod, Surat 395007, Opp Central Mall",https://dealers.mgmotor.co.in/,918047493297,,https://dealers.mgmotor.co.in/mg-motor-nanavati-auto-showroom-car-dealer-piplod-surat-371954/Home,Brand dealer site
Nanavati Autowheels (Tata Commercial Vehicles),Automobile Dealership,Commercial vehicle dealer (Tata trucks),Kamrej,"451/B/2 NH 48, Gay Pagla Road, Dhoran Pardi, Near Fountain Hotel, Kamrej, Surat",https://commercial-vehicles.fleetverse.tatamotors.com/,,,https://commercial-vehicles.fleetverse.tatamotors.com/tata-motors-commercial-vehicle-dealer-nanavati-autowheels-truck-dealers-kamrej-surat-289248/Home,Brand dealer site
KGK Diamonds (I) Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,Varachha / Katargam,"2nd Floor, Millennium Diamond Complex, Near Harinandan Society, Varachha Road, Surat 395006; also Katargam units",https://www.kgkgroup.com/,,,https://www.justdial.com/jdmart/SURAT/K-G-K-Diamonds-Pvt-Ltd-Harinandan-Society-Varachha-Road/0261PX261-X261-110819174611-F3G7_BZDET/catalogue,JustDial + search snippet
Rosy Blue India Pvt Ltd,Diamond & Bourse,Diamond manufacturer & merchant,Bhagatalao,"101 Vijay Chambers, Near City Post Office, Chauta Pool, Bhagatalao, Surat 395003",https://www.rosyblue.in/,,compliance@rosyblue.com,https://www.justdial.com/Surat/Rosy-Blue-INDIA-Pvt-Ltd-Near-City-Post-Office-Chauta-Pool-Bhagatalao/0261P261STDS000206_BZDET,JustDial + search snippet
Star Rays,Diamond & Bourse,Solitaire diamond manufacturer,Surat,"New 45,000 sq ft factory, Surat (all manufacturing consolidated)",https://starrays.com/,,,https://starrays.com/Info/AboutUs,Company site + search snippet
C. K. Pithawala College of Engineering & Technology (CKPCET),Education,Engineering College,"Dumas Road, Magdalla","Pithawalla Educational Complex, Via Magdalla Port, Dumas Road, Surat-395007",ckpcet.ac.in,0261-2766246,,https://ckpcet.ac.in/,Official site
Dr. S. & S.S. Ghandhy Government Engineering College,Education,Engineering College (Govt),Majura Gate,"Opp. RTO Office, Majura Gate, Ring Road, Surat-395001",gecsurat.ac.in,0261-2653139,gec_deg_surat@yahoo.com,http://www.gecsu.cteguj.in/contact/,Govt (CTE Gujarat) site
Fountainhead School,Education,School (IB/IGCSE),"Kunkni, Rander-Dandi Road","Village Kunkni, Rander-Dandi Road, Surat-395005",fountainheadschools.org,0261-3501300,surat@fountainheadschools.org,https://www.fountainheadschools.org/connect-with-us/contact-us/,Official site
Vanita Vishram Women's University,Education,University (Private/Women),Athwa Gate,"C Building, Vanita Vishram Campus, Athwa Gate, Surat-395001",vvwusurat.ac.in,0261-2300200,office@vvwusurat.ac.in,https://vvwusurat.ac.in/,Official site
Marwadi Shares & Finance Limited,Finance & Professional,Stock / commodity broker,Ring Road,"533/B World Trade Centre, Ring Road, Surat-395001",https://www.marwadionline.com/,0261-6644408,,https://www.marwadionline.com/contact-us,Company site
South Gujarat Shares & Sharebrokers Ltd,Finance & Professional,Stock / commodity broker,Ring Road,"3rd Floor, Belgium Chambers, Opp Linear Bus Stop, Ring Road, Surat-395003",https://www.sgssl.co.in/,0261-2601296,,https://www.sgssl.co.in/Contact-us.aspx,Company site
The Adinath Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Ring Road,"B-1 To 6, Vakharia Market, Opp Abhishek Market, Ring Road, Surat-395002",https://adinathbank.in/,,,https://adinathbank.in/,Company site
Jalaram Khichdi,Food & Hospitality SME,Restaurant (Gujarati),Parle Point,"L-17,18,19 Anmol Complex, Near Sargam Shopping Centre, Parle Point, Surat 395007",jalaramkhichdi.in,9327593300,jalaramkhichdi@gmail.com,https://www.jalaramkhichdi.in/contact.php,Website
Krishak Bharati Cooperative Ltd (KRIBHCO) - Hazira,Government & PSU,Cooperative / Fertilizer PSU,"Hazira, Surat","Hazira Fertilizer Complex, PO KRIBHCO Nagar, Surat-394515",https://www.kribhco.net/,0261-2862766,webmaster@kribhco.net,https://www.kribhco.net/contact.html,Official site
"New Civil Hospital & Govt Medical College, Surat",Government & PSU,Government Hospital / Medical College,"Majura Gate, Surat","New Civil Hospital Campus, Majura Gate, Ring Road, Surat-395002",https://gmcsurat.edu.in/,02612244456,,https://surat.nic.in/public-utility/new-civil-hospital/,Official .nic.in + college site
NTPC Kawas (Gas Power Station),Government & PSU,PSU / Power Generation,"Kawas, Hazira, Surat","A-NTPC, Kawas, Hazira Road, Aditya Nagar, Choryasi, Surat-394510",https://ntpc.co.in/,,,https://en.wikipedia.org/wiki/NTPC_Kawas,Wikipedia + NTPC tender portal
Sumul Dairy (Surat-Tapi District Co-op Milk Producers Union Ltd),Government & PSU,Cooperative / Dairy,Surat,"Post Box No. 501, Sumul Dairy Road, Surat-395008",https://www.sumul.com/,+91 261 2537693,,https://www.sumul.com/sumul-contact.html,Official site
Surat International Airport (Airports Authority of India),Government & PSU,Central Govt / Aviation PSU,"Magdalla / Dumas Road, Surat","Surat Civil Aerodrome, Dumas Road, Surat-394550",https://www.aai.aero/,+91 261 2700200,apdsurat@aai.aero,https://www.aai.aero/airports/contact-us/surat,Official AAI site
Courtyard by Marriott Surat,Hospitality & Real Estate,Hotel (5-star),Hazira Road,"Earthspace, Hazira Road, Surat 394510",https://www.marriott.com/en-us/hotels/stvcy-courtyard-surat/overview/,,,https://www.hotelplanner.com/Hotels/319130/Reservations-Courtyard-by-Marriott-Surat-Surat-Earthspace-Hazira-Rd-394510,Hotel listing
Happy Home Group,Hospitality & Real Estate,Real estate developer / Builder,Vesu / Palanpur,Surat,https://www.happyhomegroup.in/,,,https://www.bankbazaar.com/home-loan/builders-in-surat.html,Finance directory
Raghuvir Developers & Builders,Hospitality & Real Estate,Real estate developer / Builder,Surat,Surat,https://www.raghuvirdevelopers.com/,,,https://www.raghuvirdevelopers.com/,Builder official site
The Gateway Hotel Athwalines (Taj/IHCL),Hospitality & Real Estate,Hotel (5-star),Athwalines,"Ambika Niketan, Athwalines, Dumas Road, Surat",https://www.tajhotels.com/en-in/destination/hotels-in-surat,0261-6697000,,https://www.gujarattourism.com/accommodation/registered-hotels/the-gateway-hotel-athwalines.html,Govt tourism registry
BlueStone - LP Savani (Adajan),Jewellery,Branded retailer/showroom,Adajan (LP Savani),"Unit No. 05 GF and 105 First Floor, Building C, Universal Trade Center, LP Savani Road, Adajan, Surat",https://www.bluestone.com/,8655650958,,https://www.bluestone.com/stores/lp-savani-surat-reslnk-TWpJdw==/catalog.html,company_website
CaratLane - Adajan,Jewellery,Branded retailer/showroom,Adajan,"Shop no 1, Mangaldeep Complex, besides Tanishq Showroom, near LP Savani Circle, Adajan, Surat 395009",https://www.caratlane.com/,,,https://www.caratlane.com/stores/stores/adajan-surat-308/catalog,company_website
ORRA Fine Jewellery - Westfield Mall,Jewellery,Branded retailer/showroom,Westfield Mall,"Westfield Mall, Surat (ORRA store)",https://www.orra.co.in/,,,https://www.orra.co.in/stores/gujarat/surat/westfield-mall,company_website
Pachchigar Jewellers (Ashokbhai),Jewellery,Large retailer/showroom,Athwalines,"200, SNS House, Opp. New Court Building, Lal Bunglow, Athwalines, Surat 395007",https://pachchigarjewellers.com/,+91-9879010065,pachchigar.jewellers@gmail.com,https://pachchigarjewellers.com/contact-us/,company_website
Torra Jewels,Jewellery,Diamond jewellery manufacturer,Mini Bazar (Varachha),"A/602 Diamond World, Mini Bazar, Varachha Rd, Surat 395003",https://torrajewels.com/,+919879792408,,https://torrajewels.com/Home,company_website
Riddhi Corporation LLP,Lab-Grown Diamond,HPHT rough diamond grower / wholesaler,Ichhapore (Pal-Hazira Rd),Plot W-01A & W-01B Gem and Jewellery Park Gujarat Hira Bourse Ichhapore Pal-Hazira Road Surat 394510,http://rclgd.com/,,,https://rclgd.com/contactus,Company website
Bansal Super Market,Retail & Supermarket,Supermarket chain (regional),"Pandesara/Bamroli, Dindoli/Navagam",171 KSB Olympia Near Kailash Nagar Cross Rd Bamroli Althan Expy Pandesara; Opp Uma Plaza Kharvasa Rd Dindoli 394210,https://www.bansalsupermarket.com,,,https://www.bansalsupermarket.com/contact.php,Company website + JustDial
Croma (Infiniti Retail/Tata) - Surat,Retail & Supermarket,Electronics & home-appliance retail chain,"Ghoddod Rd/Ram Chowk, Adajan, Pal",Crossway Mall Ghod Dod Rd Ram Chowk 395007; Proton Plus LP Savani Rd Adajan 395009 opp Khodiyar Temple,https://www.croma.com,+919099058861,,https://store.croma.com/location/gujarat/surat,Official store locator
Vijay Sales - Surat,Retail & Supermarket,Electronics & home-appliance retail chain,"Piplod, Rander Rd/Tadwadi, Ved Rd/Katargam",Iscon Mall Surat Dumas Rd Opp Shantiniketan Apt Piplod 395007,https://stores.vijaysales.com,+912616712222,,https://stores.vijaysales.com/location/gujarat/surat,Official store locator
Westside (Trent/Tata) - Surat,Retail & Supermarket,Departmental / apparel retail chain,"Magdalla/VR Mall, Adajan, Dumas Rd/Iscon Mall",01F VR Mall Dumas Airport Rd Magdalla 395007; Iscon Mall Surat-Dumas Rd; Adajan,https://www.westside.com,+919033001075,mywestside@trent-tata.com,https://www.westside.com/apps/s/storelocators/surat?type=westside,Official store locator
Garden Silk Mills Pvt Ltd,Textile Manufacturing,"Weaving/Processing (fabric, yarn)",Jolwa (Palsana) / Rampura,"Garden House, Rampura Tankina, Surat 395003; manufacturing hub at Jolwa near Surat",https://www.indiamart.com/gardensilkmills/aboutus.html,,,https://www.indiamart.com/gardensilkmills/aboutus.html,IndiaMART
Laxmipati (Weaving + Dyeing/Printing Units),Textile Manufacturing,Weaving + Dyeing/Printing,Sachin GIDC / Pandesara,"Weaving: Plot 1, Block 243-246, Rd No 8, GIDC Sachin, Surat 394230; Dyeing/Printing: A-26 Central Park, GIDC Pandesara, Surat 394221",https://laxmipati.com/pages/contact,,,https://laxmipati.com/pages/contact,Company website
Sumeet Industries Ltd,Textile Manufacturing,Yarn / Texturising (POY/FDY/PTY),Ring Road / GIDC,"Office 504, Trividh Chamber, Opp. Fire Station, Ring Road, Surat 395002",https://www.sumeetindustries.com/,,,https://www.sumeetindustries.com/,Company website
Surbhi (Surbhi Group - Embroidery unit),Textile Manufacturing,Embroidery (Schiffli/multihead),Sachin GIDC / Karanj,"Sachin GIDC + Karanj, Surat",https://www.surbhi.com/embroidery,,,https://www.surbhi.com/embroidery,Company website
Avadh Textile Market,Textile Trade & Design,Textile market complex,Umarwada / Sahara Darwaja,"Opp. New Bombay Market, Sahara Darwaja, Umarwada, Surat, Gujarat 395010",https://avadhtextilemarket.com/,+919510260827,info@avadhtextilemarket.com,https://surattextilemarkets.com/avadh-textile-market/,Market directory
FOSTTA (Federation of Surat Textile Traders Association),Textile Trade & Design,Textile traders association,Ring Road / Millennium Market,"FP-143/144, Ground Floor, Millennium Textile Market, Surat 395002",https://fostta.com/,,,https://www.zaubacorp.com/FEDERATION-OF-SURAT-TEXTILES-ASSOCIATION-U85300GJ2022NPL130054,Corporate registry
Textile Export India Pvt Ltd,Textile Trade & Design,Garment/textile exporter,Ring Road,"E-308, Kuberji Textile Park, Behind Belgium Square, Ring Road, Surat",,+919537548851,contact@textileexport.in,https://www.indiamart.com/textile-export-india-private-limited/aboutus.html,B2B marketplace
Esscons MEP & Engineering Design Services,Architecture & CAD/Engineering,MEP consultant,Pal / Adajan,"The Boulevard, Office 323.2, Near Pratham Circle, Gallaria Street, Green City Road, Pal, Adajan, Surat 395009",https://essconsmep.com/,8469516900,essconsmep@gmail.com,https://essconsmep.com/,Company website
Prashant Parmar Architect (Shayona Consultant),Architecture & CAD/Engineering,Architecture / Interior firm,Surat (multi-city),"Surat, Gujarat (also Ahmedabad, Rajkot, Vadodara)",https://prashantparmar.com/,9825866356,,https://prashantparmar.com/contact/,Company website
